advertisement.publication_date,advertisement.complete,advertiser.name,enslaved_person.gender,enslaved_person_languages.does_speak,enslaver.fullname,enslaver.gender,enslaver.type,newspaper.name,runaway.ran_before,runaway.profess_freedom,runaway_enslavers.enslaver_status,runaway_reward.amount,newspaper_location.city,newspaper_location.state,enslaver_location.city,enslaver_location.state,advertisement.id,advertiser.id,newspaper.id,newspaper_location.id,runaway_event.id,runaway.id,enslaved_person.id,enslaved_person_languages.id,runaway_enslavers.id,enslaver.id,enslaver_location.id,runaway_reward.id
1828-02-29,false,J. Simpson,"","","","","",New-Orleans Argus,"","","","",New Orleans,US-LA,"","",1c4a7bff-390a-43da-b552-9c657bf10d04,7666d0a9-389a-4f55-982a-35e7a1506e83,829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,"","","","","","","",""
1857-02-24,false,"","","","","","",Democratic Pioneer,"","","","",Elizabeth City,US-NC,"","",1c4b5826-bb32-4506-96f5-39c65f058b50,"",4a3e20c4-4926-476e-bdcd-8be55f2c40f6,51a89850-44e3-4ea8-9108-83a469ea788c,"","","","","","","",""
1847-01-15,false,"","","","","","",Weekly Raleigh Register,"","","","",Raleigh,US-NC,"","",1c503369-3c8e-4ad5-a629-0de516668900,"",79b7efd4-ca8a-4ab8-ab69-589f88aff7eb,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,"","","","","","","",""
1845-04-14,false,"",MALE,"",A. Steward,MALE,current,The Daily Picayune,"","","",50,New Orleans,US-LA,"","",1c50c24e-1dde-486a-8446-cf44698df2b8,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,d5e8104d-5fdd-4b7d-ba44-3a0984358f12,3efd9b1c-e65d-468e-9b0c-325fdd6ff0b6,eac7a67e-5f52-49b3-8d94-d4afb5be06da,"",cfd496d2-8c7d-4c38-b029-5e9b2de84db3,cb5b590a-c24e-4d7e-b3ec-445d9c60b60a,"",3b61e2ce-cbc0-43f6-a0c2-197e40ee1bdf
1837-08-16,false,"IRWIN, HALL & WALTON",MALE,"",Captain C. S. Longcope,MALE,current,The Daily Picayune,"","","","",New Orleans,US-LA,Belle Isle,US-MS,1c51fb8d-2c48-4d03-8ef4-aebea1ce3363,f206634d-1305-4b67-a464-f2c8478cabad,c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,53adcbeb-a595-40f8-92a3-e035c0b24ed7,3d7e4071-5071-401d-a0a7-06ad3d260a03,ae4b5be0-1345-412e-829d-1acd81819295,"",475e9afd-8fcf-48f9-a36f-804397f6de57,9b96f011-4fea-4586-9f82-6018b1ec91ad,badfbbbf-f1fd-4f24-8a27-23b6e8e69adc,""
1826-11-14,false,"",FEMALE,"",James R. Baird,MALE,current,Charleston Courier,"","","",20,Charleston,US-SC,Washington,US-GA,1c58b967-0518-457b-b5a4-c4378d6ede0b,"",7d2db9a0-67dc-4356-ad21-02fbd93cbb10,0afd2704-9c29-4f31-9ffe-3627c61e7958,e6b59ded-d454-4889-a28b-2f3436b7ba08,855c0eb3-eaf9-476e-bfa7-0e311b895543,071f4005-2eea-4ca5-9d2c-6cf0e143b42a,"",c67c6701-2628-4b79-a5a6-62dc35809147,a7af9de3-0a23-4b6a-a3db-8897e713a1e5,110e74d2-49f0-48e9-bce2-36d35fc6b945,1f3bc0fb-7891-4fb0-a0ee-64668023e343
1826-11-14,false,"",FEMALE,"",James R. Baird,MALE,current,Charleston Courier,"","","",30,Charleston,US-SC,Washington,US-GA,1c58b967-0518-457b-b5a4-c4378d6ede0b,"",7d2db9a0-67dc-4356-ad21-02fbd93cbb10,0afd2704-9c29-4f31-9ffe-3627c61e7958,e6b59ded-d454-4889-a28b-2f3436b7ba08,855c0eb3-eaf9-476e-bfa7-0e311b895543,071f4005-2eea-4ca5-9d2c-6cf0e143b42a,"",c67c6701-2628-4b79-a5a6-62dc35809147,a7af9de3-0a23-4b6a-a3db-8897e713a1e5,110e74d2-49f0-48e9-bce2-36d35fc6b945,8dd86f05-5023-4ee4-82bd-3ea72674afd4
1825-06-08,false,"","","","","","",Hillsborough Recorder,"","","","",Hillsborough,US-NC,"","",1c5b7f4e-bed2-4ad3-b688-08a29495cfb3,"",4e4b4d8c-a918-482e-b9b3-4c899e6526ea,13a24f90-17f4-4ae2-b9da-6bb0e29d30af,"","","","","","","",""
1828-09-04,false,Simon Meiilleur,MALE,"",Mr. Thomas Beaver,MALE,current,New-Orleans Argus,"","","","",New Orleans,US-LA,"",US-KY,1c5e8b87-bf98-42fb-8bb2-8b1a806f03b6,6de6869e-cf9d-4e3f-ac5b-71a7e866a3ec,829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,67cc19e1-8206-4ed5-8470-108d36ceeddc,6c6fda9c-6f86-4c86-adaa-5204d78a5499,48cc190a-fae1-4e8a-812b-b891c0cb30ac,"",c60c87a9-56f7-445b-a770-25d50918627c,1e1490bc-406d-4749-92e0-759607080877,0bbbbbfc-ebb5-4a56-bfcc-3cdba11fa7f1,""
1828-09-04,false,Simon Meiilleur,MALE,"",Mr. Thomas Beaver,MALE,current,New-Orleans Argus,"","","","",New Orleans,US-LA,"",US-KY,1c5e8b87-bf98-42fb-8bb2-8b1a806f03b6,6de6869e-cf9d-4e3f-ac5b-71a7e866a3ec,829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,c031d0ca-c5e5-43e8-b778-e2a5dc855867,61ddfc79-df5f-4972-bae9-de7a70cb9397,1c48747e-0961-4e16-99e4-9c618f506ba5,"",150fcc29-c74a-4d33-ab4b-1029a64e820b,1e1490bc-406d-4749-92e0-759607080877,0bbbbbfc-ebb5-4a56-bfcc-3cdba11fa7f1,""
1828-09-04,false,Simon Meiilleur,MALE,"",Mr Thomas Beaver,MALE,current,New-Orleans Argus,"","","","",New Orleans,US-LA,"",US-KY,1c5e8b87-bf98-42fb-8bb2-8b1a806f03b6,6de6869e-cf9d-4e3f-ac5b-71a7e866a3ec,829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,c031d0ca-c5e5-43e8-b778-e2a5dc855867,61ddfc79-df5f-4972-bae9-de7a70cb9397,1c48747e-0961-4e16-99e4-9c618f506ba5,"",be6656a9-1097-4079-8d9a-968e2ea93b26,cec2f73d-574f-477e-a5b2-bc72f301264f,0ca8e30f-9d5a-4f4a-b480-bc6a68258a43,""
1839-04-30,false,"",FEMALE,"",Ann P Easter,FEMALE,"",Milledgeville Federal Union,"","","",20,Milledgeville,US-GA,Hillsborough,US-GA,1c6194e6-0eaa-4407-966f-472e6f2dcab4,"",2b017d87-53a2-43b3-b27d-bbc507ea340b,507b5968-86b7-476e-a83d-a4307622ed57,bbd887e7-aa19-48ab-8f9d-cbfa68c19c8f,69e0cc70-7b02-411c-aab3-cc5c0ea25406,4cae4e23-22b7-4617-b099-9aaa32736b97,"",15da696a-bc79-4636-887d-e961324ea15c,cd31cbcc-6509-42ad-9c2d-0a8a902afbd3,d91f03e0-d658-4464-a467-c811f9461671,0b0da615-7b12-4b66-88e4-3f929e21faf7
1839-04-30,false,"",FEMALE,"",Ann P Easter,FEMALE,"",Milledgeville Federal Union,"","","",100,Milledgeville,US-GA,Hillsborough,US-GA,1c6194e6-0eaa-4407-966f-472e6f2dcab4,"",2b017d87-53a2-43b3-b27d-bbc507ea340b,507b5968-86b7-476e-a83d-a4307622ed57,bbd887e7-aa19-48ab-8f9d-cbfa68c19c8f,69e0cc70-7b02-411c-aab3-cc5c0ea25406,4cae4e23-22b7-4617-b099-9aaa32736b97,"",15da696a-bc79-4636-887d-e961324ea15c,cd31cbcc-6509-42ad-9c2d-0a8a902afbd3,d91f03e0-d658-4464-a467-c811f9461671,88e58411-e857-47de-aa6c-9b3f74567dd2
1763-06-02,false,"","","","","","",The Boston News-Letter,"","","","", ,US-MA,"","",1c629642-ab59-491f-9c60-c7450194f40c,"",bbc3d8c7-0279-4967-8523-5691b539e902,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,"","","","","","","",""
1828-07-08,false,"",MALE,"",Michel Andry,MALE,"",New-Orleans Argus,"",false,"","",New Orleans,US-LA,"","",1c62bcf5-b772-4a3b-a6f5-1b2a906487b0,"",829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,6cb83334-ef02-4543-900b-7936da734d78,15901a4c-ddf2-4b71-81d0-3cf3a5376f53,8618b88d-4c3b-468e-8b04-5977d8dfb183,"",b1e4ba42-0389-4631-b54f-9382b023ce87,7174eabf-9b3e-4a00-b24c-8e02720d9939,"",""
1850-09-14,false,"","","","","","",North-carolinian,"","","","",Fayetteville,US-NC,"","",1c6420f7-48e6-4a3f-aa59-d5a28f4054dd,"",9358a0d5-c5f0-405a-a283-a198122924ed,c2e36fdc-7e7b-46ba-8180-47e76771ffe2,"","","","","","","",""
1828-01-22,false,"",FEMALE,"",A. Lacouture,NOT_PROVIDED,NOT_PROVIDED,"L'Abeille","","","",15,New Orleans,US-LA,"","",1c65b534-83d8-4e7a-87ed-f1573c849685,"",3b0515e8-389a-482f-9395-1112fd4ba2c5,026f5472-34b7-4c69-aff8-9ae5cd62e07a,3f9326c9-c833-4690-a477-99bddb14df92,ffbc00a6-75b7-480e-ad47-55b25beb5e66,14c0f21b-a21f-4784-927d-dded9a15b54b,"",06c54317-f525-4fda-a10f-6ce404f8edae,5583197f-ff20-4430-9ed6-34ef20124b8d,"",12900178-bd9c-4a44-adec-edf45de78699
1828-01-22,false,"",FEMALE,"",A. Lacouture,NOT_PROVIDED,NOT_PROVIDED,"L'Abeille","","","",25,New Orleans,US-LA,"","",1c65b534-83d8-4e7a-87ed-f1573c849685,"",3b0515e8-389a-482f-9395-1112fd4ba2c5,026f5472-34b7-4c69-aff8-9ae5cd62e07a,3f9326c9-c833-4690-a477-99bddb14df92,ffbc00a6-75b7-480e-ad47-55b25beb5e66,14c0f21b-a21f-4784-927d-dded9a15b54b,"",06c54317-f525-4fda-a10f-6ce404f8edae,5583197f-ff20-4430-9ed6-34ef20124b8d,"",3d4225ab-d8ee-4503-aa0a-619319b8d766
1846-08-11,false,"",MALE,"",Charles Moore,MALE,NOT_PROVIDED,The Daily Picayune,"","","",20,New Orleans,US-LA,New Orleans,US-LA,1c69dd3b-2175-4864-bfcd-02314e291c65,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,69759067-bba8-4046-9c49-d7d70287f54a,71644455-7053-4876-bbef-de137236b11c,c756494c-8892-4949-ad62-03bd3e3106ad,"",2184a1ab-eab5-42f6-8e1b-362172b3aef0,e21ea859-b8b5-42bc-b7f0-19a36a4797d9,5464fac9-3b6e-4f2f-a4b7-403fa4a26007,fbb369ec-db05-4ae1-9944-476df08e6559
1846-08-11,false,"",MALE,"",Charles Moore,MALE,NOT_PROVIDED,The Daily Picayune,"","","",50,New Orleans,US-LA,New Orleans,US-LA,1c69dd3b-2175-4864-bfcd-02314e291c65,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,69759067-bba8-4046-9c49-d7d70287f54a,71644455-7053-4876-bbef-de137236b11c,c756494c-8892-4949-ad62-03bd3e3106ad,"",2184a1ab-eab5-42f6-8e1b-362172b3aef0,e21ea859-b8b5-42bc-b7f0-19a36a4797d9,5464fac9-3b6e-4f2f-a4b7-403fa4a26007,f704b64d-200a-4d13-93a6-53a4be408363
1828-08-20,false,"","","","","","",New-Orleans Argus,"","","","",New Orleans,US-LA,"","",1c7214e9-84ef-44d9-8898-c7dedb7f6fb5,"",829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,"","","","","","","",""
1841-06-01,false,"",MALE,true,James Mann,MALE,former,Milledgeville Federal Union,"","","",50,Milledgeville,US-GA,"","",1c76522a-278a-4c6b-b3f4-e18bc81f1506,"",2b017d87-53a2-43b3-b27d-bbc507ea340b,507b5968-86b7-476e-a83d-a4307622ed57,26ce33e0-5570-4980-bb21-81b5f3fbf977,13ee5bb3-5a43-4845-9437-ab24ae49f797,64a148f0-3b4e-43f0-b012-4c8e30e12adf,7cdd1a17-c6cb-4c02-8a67-490d65e9b954,9d393269-f124-4cea-921d-567c6b836b4b,f32324b4-2af7-4047-b2ce-8e452c0f5334,4aadea85-0ab7-4216-9b4e-2b05ab31952a,e54b3b18-e7f1-4c02-ba09-5b513efedecf
1841-06-01,false,"",MALE,true,James Mann,MALE,former,Milledgeville Federal Union,"","","",50,Milledgeville,US-GA,"","",1c76522a-278a-4c6b-b3f4-e18bc81f1506,"",2b017d87-53a2-43b3-b27d-bbc507ea340b,507b5968-86b7-476e-a83d-a4307622ed57,26ce33e0-5570-4980-bb21-81b5f3fbf977,13ee5bb3-5a43-4845-9437-ab24ae49f797,64a148f0-3b4e-43f0-b012-4c8e30e12adf,7cdd1a17-c6cb-4c02-8a67-490d65e9b954,9d393269-f124-4cea-921d-567c6b836b4b,f32324b4-2af7-4047-b2ce-8e452c0f5334,4aadea85-0ab7-4216-9b4e-2b05ab31952a,e6578ab5-5b59-449c-a1e9-0875444a8a8a
1841-06-01,false,"",MALE,true,James Gorden,MALE,NOT_PROVIDED,Milledgeville Federal Union,"","","",50,Milledgeville,US-GA,Milledgeville,US-GA,1c76522a-278a-4c6b-b3f4-e18bc81f1506,"",2b017d87-53a2-43b3-b27d-bbc507ea340b,507b5968-86b7-476e-a83d-a4307622ed57,26ce33e0-5570-4980-bb21-81b5f3fbf977,13ee5bb3-5a43-4845-9437-ab24ae49f797,64a148f0-3b4e-43f0-b012-4c8e30e12adf,7cdd1a17-c6cb-4c02-8a67-490d65e9b954,c556d64b-cb66-4f78-bd51-96d157aac1ae,7b795965-8b4d-4cfe-9548-709d377f6c97,80972649-4dfd-4ba1-b277-477711217e1a,e6578ab5-5b59-449c-a1e9-0875444a8a8a
1841-06-01,false,"",MALE,true,James Gorden,MALE,NOT_PROVIDED,Milledgeville Federal Union,"","","",50,Milledgeville,US-GA,Milledgeville,US-GA,1c76522a-278a-4c6b-b3f4-e18bc81f1506,"",2b017d87-53a2-43b3-b27d-bbc507ea340b,507b5968-86b7-476e-a83d-a4307622ed57,26ce33e0-5570-4980-bb21-81b5f3fbf977,13ee5bb3-5a43-4845-9437-ab24ae49f797,64a148f0-3b4e-43f0-b012-4c8e30e12adf,7cdd1a17-c6cb-4c02-8a67-490d65e9b954,c556d64b-cb66-4f78-bd51-96d157aac1ae,7b795965-8b4d-4cfe-9548-709d377f6c97,80972649-4dfd-4ba1-b277-477711217e1a,e54b3b18-e7f1-4c02-ba09-5b513efedecf
1818-11-10,false,"","","","","","",Milledgeville Reflector,"","","","",Milledgeville,US-GA,"","",1c76856f-3156-442b-875d-ee659cdb00b8,"",097cf893-d781-491b-9c29-5ac17777d783,507b5968-86b7-476e-a83d-a4307622ed57,dbf0f885-a453-4a58-988c-6d48b02c89df,fad24a92-d097-4704-aaee-9b5aee24e3f2,ad47e166-38f4-4c40-a6ec-85e382e07a79,"","","","",""
1837-08-19,false,"",MALE,"",S. Bennet,NOT_PROVIDED,estate,The Daily Picayune,"","","",20,New Orleans,US-LA,"","",1c786282-64cf-4927-b314-369b2c18100a,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,19620be5-a4e4-4977-a6ae-dceaf6a8f002,d248f3ae-0703-441b-963d-079f0effea24,fac3e948-e776-4d85-ba4c-36cb054c0e7b,"",ab8d552d-b4fc-4634-8501-59bc9d78cd4f,c05e3000-0dc0-46b0-a013-cdff5bd101e5,"",6ac01889-4e3d-44da-830e-5bdcea534d48
1837-08-19,false,"",MALE,"",S. Bennet,NOT_PROVIDED,estate,The Daily Picayune,"","","",10,New Orleans,US-LA,"","",1c786282-64cf-4927-b314-369b2c18100a,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,19620be5-a4e4-4977-a6ae-dceaf6a8f002,d248f3ae-0703-441b-963d-079f0effea24,fac3e948-e776-4d85-ba4c-36cb054c0e7b,"",ab8d552d-b4fc-4634-8501-59bc9d78cd4f,c05e3000-0dc0-46b0-a013-cdff5bd101e5,"",1c0aba68-f261-4543-8a8d-4df2665334ad
1837-08-19,false,"",MALE,"",S. Bennet,NOT_PROVIDED,estate,The Daily Picayune,"","","",30,New Orleans,US-LA,"","",1c786282-64cf-4927-b314-369b2c18100a,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,19620be5-a4e4-4977-a6ae-dceaf6a8f002,d248f3ae-0703-441b-963d-079f0effea24,fac3e948-e776-4d85-ba4c-36cb054c0e7b,"",ab8d552d-b4fc-4634-8501-59bc9d78cd4f,c05e3000-0dc0-46b0-a013-cdff5bd101e5,"",012065df-b60b-4236-b9de-05fe40d96488
1864-07-12,false,"","","","","","",Daily Journal,"","","","",Wilmington,US-NC,"","",1c7c49b9-d3bf-4961-bb5e-902206c4eacf,"",1da32af8-8e48-41b5-854f-70134cf81a72,7797117f-9db2-48a0-b76e-05b59e0303a8,c714f1ff-c9fb-47ec-a854-83ab3f4f05e3,306b4289-8138-480e-8ccf-eed26bc1d77d,27cb197f-a710-4e5f-993b-730105a296e5,"","","","",""
1848-01-21,false,Nalle & Cox,MALE,"",G.M. Davis,MALE,former,The Daily Picayune,"","","","",New Orleans,US-LA,New Orleans,US-LA,1c7e3cfa-01e8-4ae3-b8e8-90e9156ce6ad,a3a7f4f1-d744-41f3-b819-661d258e645d,c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,a97b7e71-6d7d-4f48-a18f-38e8c01b1f17,6e9047ec-abea-4672-9912-d0ee52c716f3,513683a9-6dd1-4cde-8305-c58ae58b6d59,"",edaaf671-8830-4581-a82a-8c7afa0a792b,5afd552f-3bc5-4e52-a6cd-119e38b0210b,03d13afd-8c73-4275-8010-083d95c25ca0,""
1848-01-21,false,Nalle & Cox,MALE,"",J.M. Reynolds,MALE,former,The Daily Picayune,"","","","",New Orleans,US-LA,Natchez ,US-MS,1c7e3cfa-01e8-4ae3-b8e8-90e9156ce6ad,a3a7f4f1-d744-41f3-b819-661d258e645d,c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,a97b7e71-6d7d-4f48-a18f-38e8c01b1f17,6e9047ec-abea-4672-9912-d0ee52c716f3,513683a9-6dd1-4cde-8305-c58ae58b6d59,"",ee58bf4d-fe62-42a7-a867-dfd95413d6e0,8e606e93-4d81-4d8b-bb23-951778d66b9a,d99402d2-0418-426f-9da7-25fc13dd7bf6,""
1831-11-07,false,"","","","","","",Mobile Register,"","","","",Mobile,US-AL,"","",1c7e5a30-69b9-4fba-97f6-cd38abcbd461,"",a188a49b-a0e3-41a1-ad11-5ddef61961d0,06634f71-ced3-4e24-a2f9-bb75a0739262,"","","","","","","",""
1854-07-17,false,"",FEMALE,"",WAL. DALTON,MALE,current,The Daily Picayune,"","","",10,New Orleans,US-LA,New Orleans,US-LA,1c8092ea-ce1f-443a-bef2-530c9269cd76,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,76c9bc8d-8580-4a40-a038-89a1c5d31f1f,32c12859-ca69-4f22-b72d-ef008f26b562,46c0a737-d863-48a2-9071-00fd4d2dbc43,"",08e03b92-5846-44ee-921c-326b47effe45,377a4a98-4abc-42dc-a49d-5bb2b60cdef9,216677da-8de5-49fd-8574-14e63cd67dc5,d28f53c5-336e-4827-b32d-631d6bcb6703
1854-07-17,false,"","","","","","",The Daily Picayune,true,"","","",New Orleans,US-LA,"","",1c8092ea-ce1f-443a-bef2-530c9269cd76,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,2961b08a-ed63-4d63-a282-c3f7afc5ece4,5827850b-fc78-41af-a4c8-96bd368a117b,034bcf28-a60a-45d1-afee-363bc104a289,"","","","",""
1832-08-06,false,"",MALE,"",Moses Waring,MALE,current,Mobile Register,"","","",20,Mobile,US-AL,Mobile,US-AL,1c8301d8-67b7-493c-9ead-5077da88bd7d,"",a188a49b-a0e3-41a1-ad11-5ddef61961d0,06634f71-ced3-4e24-a2f9-bb75a0739262,f891f268-127b-4a35-a153-93519ad69f54,813932a8-7125-4de9-aaf2-09994bce9e25,5216fce1-30db-4ff8-a042-f444c05b0e49,"",745055fb-7af9-4238-bb41-28b2a0d41885,7dd89d98-547e-4603-9a2f-e69dbe964fe8,00599968-e1ee-40f6-9a95-2c6858072872,012aa704-e74d-4aef-a1b9-47801a6c87ae
1832-08-06,false,"",MALE,"",Gen T.L. Toulmin,MALE,former,Mobile Register,"","","",20,Mobile,US-AL,"","",1c8301d8-67b7-493c-9ead-5077da88bd7d,"",a188a49b-a0e3-41a1-ad11-5ddef61961d0,06634f71-ced3-4e24-a2f9-bb75a0739262,f891f268-127b-4a35-a153-93519ad69f54,813932a8-7125-4de9-aaf2-09994bce9e25,5216fce1-30db-4ff8-a042-f444c05b0e49,"",c79c6a42-83e4-4c97-904d-578ce1ec8eca,fcd9c532-44b1-4edb-8622-306c276747a7,"",012aa704-e74d-4aef-a1b9-47801a6c87ae
1854-04-23,false,"",MALE,"",John Ermon,MALE,current,The Daily Picayune,"","","",25,New Orleans,US-LA,"","",1c843576-23d4-44ac-9b11-0aa24442ce21,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,a893af61-3987-4a52-b5e0-10bdc5d3d928,8c159365-846d-4636-9c38-11829230e782,948a34b2-4c79-421b-a853-beaf6c4491ac,"",05a90a5d-5e82-4573-a73d-7fb9abf83cd5,6c39af15-24ab-49df-b79f-cbba980d0705,"",0dc4799d-2d12-4706-b0d2-bb028d79c5a1
1854-04-23,false,"",MALE,"",Col. Bates,MALE,former,The Daily Picayune,"","","",25,New Orleans,US-LA,"","",1c843576-23d4-44ac-9b11-0aa24442ce21,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,a893af61-3987-4a52-b5e0-10bdc5d3d928,8c159365-846d-4636-9c38-11829230e782,948a34b2-4c79-421b-a853-beaf6c4491ac,"",ea13ca38-a84c-485e-b068-0c9f87e53d97,9516973b-33da-4453-b75f-6003744751f0,"",0dc4799d-2d12-4706-b0d2-bb028d79c5a1
1854-07-18,false,Morgan Mcafee,MALE,"",Austin,NOT_PROVIDED,"",The Daily Picayune,false,true,"",200,New Orleans,US-LA,"","",1c848861-3a2e-46fc-ae51-bf2f62a85af8,321acaf2-8051-49f6-bb82-d439cb11a642,c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,6f6dcd47-aa8c-419f-9e6d-fb259b35d28e,8496ef60-1304-43a3-a3a4-64ae9963b8c0,4aeb9712-491f-443f-914e-bb28a9e1d89e,"",22b74fba-c283-4d56-b2eb-3b9406416158,87797b74-f945-415a-aeed-984d3d8752fe,"",246e96e9-08a7-47bb-8639-ed1c80039783
1825-12-13,false,James P. Baters,MALE,"",Benjamin R. Grant,MALE,current,Mobile Commercial Register,"","","","",Mobile,US-AL,"",US-AL,1c859436-7df3-4452-8033-d4722e018df7,213362c4-853e-4f01-a8c3-d62db3a7c462,b50356a8-6e0c-4638-a0e7-550422679088,06634f71-ced3-4e24-a2f9-bb75a0739262,69e60ae4-32a3-4981-984d-1dc619259c59,bce2abb4-0120-4d74-a1df-af09020bd6cb,70217b7f-fad2-4586-bfc7-417a39f80ec9,"",1b4c3d56-f72d-4438-a29b-92cbdb87f6fe,9eb205f6-89c8-42f4-b3af-b083750331c4,96101232-7d34-4972-9d9b-a8472c934441,""
1826-08-11,false,"",FEMALE,true,Joseph Chevalle,MALE,current,Louisiana State Gazette,"","","","",New Orleans,US-LA,New Orleans,US-LA,1c883e7c-4727-446b-8edb-4c5d5019ce65,"",810a05e4-4a4a-4512-a1a3-dfc96a6e2df1,026f5472-34b7-4c69-aff8-9ae5cd62e07a,c305d67e-7734-46c6-a259-3a706717e0eb,56dce808-701b-4e98-86dc-d8e5db80143c,924bcf7f-b08b-47c4-9c62-e907fdb4575c,4d21c144-ba8c-46d2-84d8-597940ca7c3d,fa8b6398-d804-435b-9a39-84bd309ed73d,e2c8675c-1a5d-4873-b8d7-ed5383850497,026f5472-34b7-4c69-aff8-9ae5cd62e07a,""
1826-08-11,false,"",FEMALE,true,Mr. Nicholas Tonnelier,MALE,former,Louisiana State Gazette,"","","","",New Orleans,US-LA,"","",1c883e7c-4727-446b-8edb-4c5d5019ce65,"",810a05e4-4a4a-4512-a1a3-dfc96a6e2df1,026f5472-34b7-4c69-aff8-9ae5cd62e07a,c305d67e-7734-46c6-a259-3a706717e0eb,56dce808-701b-4e98-86dc-d8e5db80143c,924bcf7f-b08b-47c4-9c62-e907fdb4575c,4d21c144-ba8c-46d2-84d8-597940ca7c3d,4ef61aac-220d-41ce-bfc5-22fb05624b8f,d17ec8e7-dcf0-4fba-ae07-7fdac4cf0253,"",""
1826-08-11,false,"",FEMALE,true,Mr. Nicholas Tonnelier,MALE,former,Louisiana State Gazette,"","","","",New Orleans,US-LA,"","",1c883e7c-4727-446b-8edb-4c5d5019ce65,"",810a05e4-4a4a-4512-a1a3-dfc96a6e2df1,026f5472-34b7-4c69-aff8-9ae5cd62e07a,c305d67e-7734-46c6-a259-3a706717e0eb,56dce808-701b-4e98-86dc-d8e5db80143c,924bcf7f-b08b-47c4-9c62-e907fdb4575c,d406ec58-fc66-4e91-8d29-7bbd65f0658b,4ef61aac-220d-41ce-bfc5-22fb05624b8f,d17ec8e7-dcf0-4fba-ae07-7fdac4cf0253,"",""
1826-08-11,false,"",FEMALE,true,Joseph Chevalle,MALE,current,Louisiana State Gazette,"","","","",New Orleans,US-LA,New Orleans,US-LA,1c883e7c-4727-446b-8edb-4c5d5019ce65,"",810a05e4-4a4a-4512-a1a3-dfc96a6e2df1,026f5472-34b7-4c69-aff8-9ae5cd62e07a,c305d67e-7734-46c6-a259-3a706717e0eb,56dce808-701b-4e98-86dc-d8e5db80143c,924bcf7f-b08b-47c4-9c62-e907fdb4575c,d406ec58-fc66-4e91-8d29-7bbd65f0658b,fa8b6398-d804-435b-9a39-84bd309ed73d,e2c8675c-1a5d-4873-b8d7-ed5383850497,026f5472-34b7-4c69-aff8-9ae5cd62e07a,""
1853-12-28,false,Joseph Gould,"","","","","",Montgomery Adveritser and State Gazette,"","","","",Montgomery,US-AL,"","",1c8ae4f9-6abb-4fad-b980-2ef376cd503f,db4038be-78da-4940-9c09-7b38b1a5c852,e8df66f1-ad45-4d4a-814a-94017911845e,b713f8fd-0a3a-4534-9c02-cb506cd906ce,"","","","","","","",""
1824-03-19,false,"","","","","","",Raleigh Register And North Carolina Weekly Advertiser,"","","","",Raleigh,US-NC,"","",1c8b4193-05e5-4d18-b6c3-a590fa58e1c3,"",86ca4183-e5a7-41af-ba34-20ecb088ebbd,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,"","","","","","","",""
